algorithm,backend,language,tier,kind,n,p,threads,libp4a_build,seed_base,prediction_seed,ok,reported_ms,median_ms,sample_median_ms,mean_ms,min_ms,max_ms,n_runs,total_runs,max_runs,warmup_ms,warmup_included,timing_statistic,timing_decision,parity_ref,parity_max_diff,parity_ok,parity_note,binding_parity_ref,binding_parity_max_diff,binding_parity_ok,binding_parity_note,reference_parity_ref,reference_parity_rmse_abs,reference_parity_rmse_rel,reference_parity_ok,reference_parity_note,reference_parity_tolerance,reference_oracle_path,reference_kind,is_canonical_reference,subprocess_s,predictions_path,versions_json,reason
simpls,registry_pls4all,Python,canonical,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8941593730123714,,{},KeyError: 'unknown method: simpls'
simpls,cpp,C++,direct,pls4all_core,30,30,1,dev-release,1234567890,1234567890,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.940347678028047,,{},KeyError: 'unknown method: simpls'
simpls,python_tier1,Python,tier 1,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8922776049585082,,{},KeyError: 'unknown method: simpls'
simpls,python_tier2,Python,tier 2,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7498025299864821,,{},RuntimeError: python_tier2: algo 'simpls' not declared in _SKLEARN_CLASS
simpls,r_tier1,R,tier 1,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1667966299573891,,{},unknown algo failed: invalid argument
simpls,r_tier2,R,tier 2,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17100173997459933,,{},unknown algo failed: invalid argument
simpls,r_pls_compat,R,pls compat,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17464889702387154,,{},unknown algo failed: invalid argument
simpls,r_mdatools_compat,R,mdatools compat,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17069933598395437,,{},unknown algo failed: invalid argument
simpls,matlab_tier1,MATLAB,tier 1,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18415418500080705,,{},error: p4a_method_fit_mex: simpls failed: invalid argument
simpls,matlab_tier2,MATLAB,tier 2,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,True,1.07693672180176,1.07693672180176,1.07693672180176,1.07693672180176,1.07693672180176,1.07693672180176,1,2,2,4.86493110656738,False,single,probe_le_100ms,matlab_tier2,0.0,True,,matlab_tier2,0.0,True,,,nan,nan,False,reference oracle missing; run canonical reference backend,nan,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.reference_oracles/simpls__30x30_seed1234567890.npy,external,False,0.16226661298424006,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.predictions/simpls_matlab_tier2_30x30_t1_dev-release.npy,"{""language"": ""Octave 10.3.0"", ""pls4all"": ""from libp4a-linked MEX + classdefs"", ""registry_method"": ""simpls"", ""blas"": ""linked-BLAS"", ""timing_schema"": ""adaptive-v1""}",
opls,registry_pls4all,Python,canonical,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,True,0.45467697782441974,0.45467697782441974,0.45467697782441974,0.45467697782441974,0.45467697782441974,0.45467697782441974,1,2,2,0.8902379777282476,False,single,probe_le_100ms,registry_pls4all,0.0,True,,registry_pls4all,0.0,True,,ref_r_ropls,1.4837538582969864e-14,6.874598735667567e-15,True,,0.001,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.reference_oracles/opls_ref_r_ropls_30x30_seed1234567890.npy,external,False,1.9290621310356073,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.predictions/opls_registry_pls4all_30x30_t1_dev-release.npy,"{""language"": ""Python 3.13.13"", ""blas"": ""libscipy_openblas 0.3.30 blas=1"", ""pls4all"": ""0.97.3"", ""numpy"": ""2.3.5"", ""registry_method"": ""opls"", ""timing_schema"": ""adaptive-v1""}",
opls,cpp,C++,direct,pls4all_core,30,30,1,dev-release,1234567890,1234567890,True,0.4472990403883159,0.4472990403883159,0.4472990403883159,0.4472990403883159,0.4472990403883159,0.4472990403883159,1,2,2,0.9514879784546793,False,single,probe_le_100ms,registry_pls4all,0.0,True,,registry_pls4all,0.0,True,,ref_r_ropls,1.4837538582969864e-14,6.874598735667567e-15,True,,0.001,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.reference_oracles/opls_ref_r_ropls_30x30_seed1234567890.npy,external,False,1.8670096719870344,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.predictions/opls_cpp_30x30_t1_dev-release.npy,"{""language"": ""C++ (via ctypes bridge) (host Linux x86_64)"", ""blas"": ""libscipy_openblas 0.3.30 blas=1"", ""libp4a"": ""0.97.3+abi.1.16.0"", ""numpy"": ""2.3.5"", ""registry_method"": ""opls"", ""timing_schema"": ""adaptive-v1""}",
opls,python_tier1,Python,tier 1,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,True,0.43842499144375324,0.43842499144375324,0.43842499144375324,0.43842499144375324,0.43842499144375324,0.43842499144375324,1,2,2,0.8285340154543519,False,single,probe_le_100ms,registry_pls4all,0.0,True,,registry_pls4all,0.0,True,,ref_r_ropls,1.4837538582969864e-14,6.874598735667567e-15,True,,0.001,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.reference_oracles/opls_ref_r_ropls_30x30_seed1234567890.npy,external,False,2.008762884011958,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.predictions/opls_python_tier1_30x30_t1_dev-release.npy,"{""language"": ""Python 3.13.13"", ""blas"": ""libscipy_openblas 0.3.30 blas=1"", ""pls4all"": ""0.97.3"", ""numpy"": ""2.3.5"", ""registry_method"": ""opls"", ""timing_schema"": ""adaptive-v1""}",
opls,python_tier2,Python,tier 2,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,True,0.82129001384601,0.82129001384601,0.82129001384601,0.82129001384601,0.82129001384601,0.82129001384601,1,2,2,1.15784298395738,False,single,probe_le_100ms,registry_pls4all,0.0,True,,registry_pls4all,0.0,True,,ref_r_ropls,1.4837538582969864e-14,6.874598735667567e-15,True,,0.001,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.reference_oracles/opls_ref_r_ropls_30x30_seed1234567890.npy,external,False,2.47556671500206,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.predictions/opls_python_tier2_30x30_t1_dev-release.npy,"{""language"": ""Python 3.13.13"", ""blas"": ""libscipy_openblas 0.3.30 blas=1; libscipy_openblas 0.3.30 blas=1; libgomp ? openmp=1"", ""pls4all"": ""0.97.3"", ""numpy"": ""2.3.5"", ""sklearn_class"": ""OPLSRegression"", ""timing_schema"": ""adaptive-v1""}",
opls,r_tier1,R,tier 1,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,True,2.4036,2.4036,2.4036,2.4036,2.4036,2.4036,1,2,2,39.4915,False,single,probe_le_100ms,registry_pls4all,0.0,True,,registry_pls4all,0.0,True,,ref_r_ropls,1.4837538582969864e-14,6.874598735667567e-15,True,,0.001,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.reference_oracles/opls_ref_r_ropls_30x30_seed1234567890.npy,external,False,0.1846496700309217,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.predictions/opls_r_tier1_30x30_t1_dev-release.npy,"{""language"": ""R 4.3.3"", ""pls4all"": ""0.97.3"", ""registry_method"": ""opls"", ""blas"": ""linked-BLAS"", ""timing_schema"": ""adaptive-v1""}",
opls,r_tier2,R,tier 2,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,True,3.2432,3.2432,3.2432,3.2432,3.2432,3.2432,1,2,2,42.699,False,single,probe_le_100ms,registry_pls4all,0.0,True,,registry_pls4all,0.0,True,,ref_r_ropls,1.4837538582969864e-14,6.874598735667567e-15,True,,0.001,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.reference_oracles/opls_ref_r_ropls_30x30_seed1234567890.npy,external,False,0.18656445597298443,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.predictions/opls_r_tier2_30x30_t1_dev-release.npy,"{""language"": ""R 4.3.3"", ""pls4all"": ""0.97.3"", ""registry_method"": ""opls"", ""formula_facade"": true, ""blas"": ""linked-BLAS"", ""timing_schema"": ""adaptive-v1""}",
opls,r_pls_compat,R,pls compat,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,True,3.5005,3.5005,3.5005,3.5005,3.5005,3.5005,1,2,2,48.7576,False,single,probe_le_100ms,registry_pls4all,0.0,True,,registry_pls4all,0.0,True,,ref_r_ropls,1.4837538582969864e-14,6.874598735667567e-15,True,,0.001,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.reference_oracles/opls_ref_r_ropls_30x30_seed1234567890.npy,external,False,0.20230151095893234,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.predictions/opls_r_pls_compat_30x30_t1_dev-release.npy,"{""language"": ""R 4.3.3"", ""pls4all"": ""0.97.3"", ""registry_method"": ""opls"", ""facade"": ""pls_compat"", ""formula_facade"": true, ""blas"": ""linked-BLAS"", ""timing_schema"": ""adaptive-v1""}",
opls,r_mdatools_compat,R,mdatools compat,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,True,3.2717,3.2717,3.2717,3.2717,3.2717,3.2717,1,2,2,44.4163,False,single,probe_le_100ms,registry_pls4all,0.0,True,,registry_pls4all,0.0,True,,ref_r_ropls,1.4837538582969864e-14,6.874598735667567e-15,True,,0.001,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.reference_oracles/opls_ref_r_ropls_30x30_seed1234567890.npy,external,False,0.19491708796704188,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.predictions/opls_r_mdatools_compat_30x30_t1_dev-release.npy,"{""language"": ""R 4.3.3"", ""pls4all"": ""0.97.3"", ""registry_method"": ""opls"", ""facade"": ""mdatools_compat"", ""matrix_facade"": true, ""blas"": ""linked-BLAS"", ""timing_schema"": ""adaptive-v1""}",
opls,matlab_tier1,MATLAB,tier 1,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,True,0.738143920898438,0.738143920898438,0.738143920898438,0.738143920898438,0.738143920898438,0.738143920898438,1,2,2,3.45396995544434,False,single,probe_le_100ms,registry_pls4all,8.881784197001252e-16,True,,registry_pls4all,8.881784197001252e-16,True,,ref_r_ropls,1.4888657520635426e-14,6.898283404272082e-15,True,,0.001,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.reference_oracles/opls_ref_r_ropls_30x30_seed1234567890.npy,external,False,0.16265612799907103,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.predictions/opls_matlab_tier1_30x30_t1_dev-release.npy,"{""language"": ""Octave 10.3.0"", ""pls4all"": ""from libp4a-linked MEX"", ""registry_method"": ""opls"", ""blas"": ""linked-BLAS"", ""timing_schema"": ""adaptive-v1""}",
opls,matlab_tier2,MATLAB,tier 2,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,True,0.940084457397461,0.940084457397461,0.940084457397461,0.940084457397461,0.940084457397461,0.940084457397461,1,2,2,4.05693054199219,False,single,probe_le_100ms,registry_pls4all,8.881784197001252e-16,True,,registry_pls4all,8.881784197001252e-16,True,,ref_r_ropls,1.4888657520635426e-14,6.898283404272082e-15,True,,0.001,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.reference_oracles/opls_ref_r_ropls_30x30_seed1234567890.npy,external,False,0.15479346696520224,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.predictions/opls_matlab_tier2_30x30_t1_dev-release.npy,"{""language"": ""Octave 10.3.0"", ""pls4all"": ""from libp4a-linked MEX + classdefs"", ""registry_method"": ""opls"", ""blas"": ""linked-BLAS"", ""timing_schema"": ""adaptive-v1""}",
cars_select,registry_pls4all,Python,canonical,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,True,0.7750379736535251,0.7750379736535251,0.7750379736535251,0.7750379736535251,0.7750379736535251,0.7750379736535251,1,2,2,1.5903660096228123,False,single,probe_le_100ms,registry_pls4all,0.0,True,,registry_pls4all,0.0,True,,ref_r_enpls,0.5773502691896257,0.8164965809277259,True,,1.4,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.reference_oracles/cars_select_ref_r_enpls_30x30_seed1234567890.npy,external,False,2.0538453350309283,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.predictions/cars_select_registry_pls4all_30x30_t1_dev-release.npy,"{""language"": ""Python 3.13.13"", ""blas"": ""libscipy_openblas 0.3.30 blas=1"", ""pls4all"": ""0.97.3"", ""numpy"": ""2.3.5"", ""registry_method"": ""cars_select"", ""timing_schema"": ""adaptive-v1""}",
cars_select,cpp,C++,direct,pls4all_core,30,30,1,dev-release,1234567890,1234567890,True,0.703366007655859,0.703366007655859,0.703366007655859,0.703366007655859,0.703366007655859,0.703366007655859,1,2,2,1.284589001443237,False,single,probe_le_100ms,registry_pls4all,0.0,True,,registry_pls4all,0.0,True,,ref_r_enpls,0.5773502691896257,0.8164965809277259,True,,1.4,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.reference_oracles/cars_select_ref_r_enpls_30x30_seed1234567890.npy,external,False,1.8055834719561972,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.predictions/cars_select_cpp_30x30_t1_dev-release.npy,"{""language"": ""C++ (via ctypes bridge) (host Linux x86_64)"", ""blas"": ""libscipy_openblas 0.3.30 blas=1"", ""libp4a"": ""0.97.3+abi.1.16.0"", ""numpy"": ""2.3.5"", ""registry_method"": ""cars_select"", ""timing_schema"": ""adaptive-v1""}",
cars_select,python_tier1,Python,tier 1,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,True,0.7237570243887603,0.7237570243887603,0.7237570243887603,0.7237570243887603,0.7237570243887603,0.7237570243887603,1,2,2,1.3050719862803817,False,single,probe_le_100ms,registry_pls4all,0.0,True,,registry_pls4all,0.0,True,,ref_r_enpls,0.5773502691896257,0.8164965809277259,True,,1.4,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.reference_oracles/cars_select_ref_r_enpls_30x30_seed1234567890.npy,external,False,1.9431718400446698,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.predictions/cars_select_python_tier1_30x30_t1_dev-release.npy,"{""language"": ""Python 3.13.13"", ""blas"": ""libscipy_openblas 0.3.30 blas=1"", ""pls4all"": ""0.97.3"", ""numpy"": ""2.3.5"", ""registry_method"": ""cars_select"", ""timing_schema"": ""adaptive-v1""}",
cars_select,python_tier2,Python,tier 2,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,True,0.8399669895879924,0.8399669895879924,0.8399669895879924,0.8399669895879924,0.8399669895879924,0.8399669895879924,1,2,2,1.2142119812779129,False,single,probe_le_100ms,registry_pls4all,0.0,True,,registry_pls4all,0.0,True,,ref_r_enpls,0.5773502691896257,0.8164965809277259,True,,1.4,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.reference_oracles/cars_select_ref_r_enpls_30x30_seed1234567890.npy,external,False,2.2561891869991086,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.predictions/cars_select_python_tier2_30x30_t1_dev-release.npy,"{""language"": ""Python 3.13.13"", ""blas"": ""libscipy_openblas 0.3.30 blas=1; libscipy_openblas 0.3.30 blas=1; libgomp ? openmp=1"", ""pls4all"": ""0.97.3"", ""numpy"": ""2.3.5"", ""sklearn_class"": ""CARSSelector"", ""timing_schema"": ""adaptive-v1""}",
cars_select,r_tier1,R,tier 1,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,True,2.7839,2.7839,2.7839,2.7839,2.7839,2.7839,1,2,2,50.3518,False,single,probe_le_100ms,registry_pls4all,0.0,True,,registry_pls4all,0.0,True,,ref_r_enpls,0.5773502691896257,0.8164965809277259,True,,1.4,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.reference_oracles/cars_select_ref_r_enpls_30x30_seed1234567890.npy,external,False,0.20201165101025254,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.predictions/cars_select_r_tier1_30x30_t1_dev-release.npy,"{""language"": ""R 4.3.3"", ""pls4all"": ""0.97.3"", ""registry_method"": ""cars_select"", ""blas"": ""linked-BLAS"", ""timing_schema"": ""adaptive-v1""}",
cars_select,r_tier2,R,tier 2,pls4all_binding,30,30,1,dev-release,1234567890,1234567890,True,4.0925,4.0925,4.0925,4.0925,4.0925,4.0925,1,2,2,54.3389,False,single,probe_le_100ms,registry_pls4all,0.0,True,,registry_pls4all,0.0,True,,ref_r_enpls,0.5773502691896257,0.8164965809277259,True,,1.4,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.reference_oracles/cars_select_ref_r_enpls_30x30_seed1234567890.npy,external,False,0.20894802501425147,/home/delete/nirs4all/pls4all/benchmarks/cross_binding/data/.predictions/cars_select_r_tier2_30x30_t1_dev-release.npy,"{""language"": ""R 4.3.3"", ""pls4all"": ""0.97.3"", ""registry_method"": ""cars_select"", ""formula_facade"": true, ""blas"": ""linked-BLAS"", ""timing_schema"": ""adaptive-v1""}",
